ID_Contrato,Nome_Assessoria,Data_Envio_Assessoria,Dias_Em_Atraso_Inicial,Valor_Inadimplente_Inicial,Status_Cobranca,Score_Interno_Risco,Regiao_Cliente
CONTR_2026_09374,Acerta Crédito Integrado,2026-04-07,105,"R$ 1.288,25",Em Aberto,35.0,Sul
CONTR_2026_09375,Fênix Recuperação de Crédito,2026-04-21,69,"R$ 3.938,23",Ajuizado,54.0,Nordeste
CONTR_2026_09376,Fênix Recuperação de Crédito,2026-03-17,77,"R$ 3.085,25",Insucesso,58.0,Nordeste
CONTR_2026_09377,Nexus Mediação Financeira,2026-03-14,115,"R$ 2.719,81",Acordo Firmado,86.0,Sul
CONTR_2026_09378,Vértice Asset & Cobrança,2026-02-01,46,"R$ 6.076,57",Em Aberto,70.0,Sudeste
CONTR_2026_09379,Acerta Crédito Integrado,2026-03-16,90,"R$ 9.588,54",Em Aberto,98.0,Sul
CONTR_2026_09380,Vértice Asset & Cobrança,2026-04-11,129,"R$ 1.527,39",Em Aberto,56.0,Sul
CONTR_2026_09381,Fênix Recuperação de Crédito,2026-01-24,82,"R$ 1.782,52",Em Aberto,4.0,Sudeste
CONTR_2026_09382,Vértice Asset & Cobrança,2026-01-07,77,3500.24,Em Aberto,66.0,Nordeste
CONTR_2026_09383,Nexus Mediação Financeira,2026-03-13,127,"R$ 4.112,38",Acordo Firmado,9.0,Sul
CONTR_2026_09384,Vértice Asset & Cobrança,2026-04-07,47,"R$ 3.714,54",Em Aberto,94.0,Centro-Oeste
CONTR_2026_09385,Nexus Mediação Financeira,2026-03-30,65,"R$ 6.289,36",Acordo Firmado,19.0,Nordeste
CONTR_2026_09386,Acerta Crédito Integrado,2026-01-01,67,"R$ 1.656,28",Em Aberto,63.0,Sudeste
CONTR_2026_09387,fênix recuperação de crédito,2026-01-03,110,"R$ 4.613,29",Insucesso,60.0,Nordeste
CONTR_2026_09388,Vértice Asset & Cobrança,2026-04-14,41,"R$ 9.549,78",Em Aberto,51.0,Sudeste
CONTR_2026_09389,Vértice Asset & Cobrança,2026-01-28,127,"R$ 14.387,44",Acordo Firmado,73.0,Nordeste
CONTR_2026_09390,Nexus Mediação Financeira,2026-02-12,89,"R$ 5.309,18",Em Aberto,5.0,Sudeste
CONTR_2026_09391,fênix recuperação de crédito,2026-04-07,121,"R$ 1.944,96",Insucesso,16.0,Sudeste
CONTR_2026_09392,Vértice Asset & Cobrança ,2026-02-15,127,"R$ 7.700,08",Acordo Firmado,90.0,Nordeste
CONTR_2026_09393,Fênix Recuperação de Crédito,2026-01-01,66,"R$ 9.156,31",Ajuizado,7.0,Sudeste
CONTR_2026_09394,Acerta Crédito Integrado,2026-02-07,90,2292.59,Acordo Firmado,2.0,Nordeste
CONTR_2026_09395,Vértice Asset & Cobrança,2026-04-27,83,"R$ 6.858,34",Ajuizado,78.0,Nordeste
CONTR_2026_09396,Fênix Recuperação de Crédito,2026-04-01,88,"R$ 14.533,20",Em Aberto,31.0,Norte
CONTR_2026_09397,Fênix Recuperação de Crédito,2026-04-12,72,"R$ 7.544,19",Acordo Firmado,86.0,Sudeste
CONTR_2026_09398,Vértice Asset & Cobrança,2026-02-04,123,"R$ 3.885,57",Em Aberto,33.0,Sudeste
CONTR_2026_09399,Vértice Asset & Cobrança,2026-03-15,84,"R$ 4.123,82",Acordo Firmado,40.0,Sudeste
CONTR_2026_09400,Fênix Recuperação de Crédito,2026-03-17,79,"R$ 1.614,50",Insucesso,59.0,Sudeste
CONTR_2026_09401,Nexus Mediação Financeira,2026-03-15,123,"R$ 4.933,95",Em Aberto,95.0,Sudeste
CONTR_2026_09402,Vértice Asset & Cobrança,2026-02-23,115,"R$ 9.314,76",Em Aberto,83.0,Nordeste
CONTR_2026_09403,Nexus Mediação Financeira,2026-04-08,98,"R$ 20.397,72",Em Aberto,6.0,Nordeste
CONTR_2026_09404,Vértice Asset & Cobrança,2026-01-24,78,"R$ 3.748,33",Acordo Firmado,46.0,sudeste
CONTR_2026_09405,Fênix Recuperação de Crédito,2026-01-28,133,"R$ 4.057,90",Acordo Firmado,40.0,Nordeste
CONTR_2026_09406,Vértice Asset & Cobrança,2026-01-22,58,"R$ 1.481,60",Em Aberto,43.0,Nordeste
CONTR_2026_09407,Fênix Recuperação de Crédito,2026-04-19,122,"R$ 8.660,97",Em Aberto,74.0,Sudeste
CONTR_2026_09408,Nexus Mediação Financeira,2026-01-16,108,"R$ 7.505,50",Em Aberto,12.0,Nordeste
CONTR_2026_09409,Fênix Recuperação de Crédito,2026-01-13,52,"R$ 3.778,57",Em Aberto,90.0,Sudeste
CONTR_2026_09410,Nexus Mediação Financeira,2026-04-10,92,"R$ 7.376,90",Em Aberto,4.0,Norte
CONTR_2026_09411,Fênix Recuperação de Crédito,2026-04-10,50,"R$ 6.077,89",Acordo Firmado,59.0,Nordeste
CONTR_2026_09412,Nexus Mediação Financeira,2026-03-03,79,"R$ 8.526,54",Acordo Firmado,49.0,Sudeste
CONTR_2026_09413,Acerta Crédito Integrado,2026-02-12,98,"R$ 3.085,43",Em Aberto,5.0,Sul
CONTR_2026_09414,Fênix Recuperação de Crédito,2026-03-28,59,"R$ 6.460,82",Insucesso,94.0,Nordeste
CONTR_2026_09415,Vértice Asset & Cobrança,2026-03-19,19,"R$ 6.112,44",Acordo Firmado,24.0,Sul
CONTR_2026_09416,Fênix Recuperação de Crédito,2026-02-01,86,"R$ 1.674,25",Em Aberto,35.0,Sudeste
CONTR_2026_09417,Nexus Mediação Financeira,2026-03-08,96,"R$ 2.849,14",Insucesso,5.0,Sudeste
CONTR_2026_09418,Vértice Asset & Cobrança,2026-04-01,78,11037.74,Insucesso,5.0,Sudeste
CONTR_2026_09419,Nexus Mediação Financeira,2026-03-24,89,"R$ 2.048,80",Em Aberto,72.0,Sudeste
CONTR_2026_09420,Nexus Mediação Financeira,2026-03-27,84,3586.66,Em Aberto,99.0,Sudeste
CONTR_2026_09421,fênix recuperação de crédito,2026-02-26,59,"R$ 2.475,98",Em Aberto,55.0,Nordeste
CONTR_2026_09422,Nexus Mediação Financeira,2026-03-06,148,"R$ 1.955,19",Acordo Firmado,65.0,Sudeste
CONTR_2026_09423,Nexus Mediação Financeira,2026-03-10,99,"R$ 1.933,29",Ajuizado,,Sul
CONTR_2026_09424,Vértice Asset & Cobrança,2026-02-18,77,"R$ 3.338,21",Insucesso,7.0,Centro-Oeste
CONTR_2026_09425,fênix recuperação de crédito,2026-02-02,65,"R$ 9.334,79",Acordo Firmado,,Sudeste
CONTR_2026_09426,Acerta Crédito Integrado,2026-04-25,78,"R$ 18.153,65",Em Aberto,78.0,Sul
CONTR_2026_09427,Vértice Asset & Cobrança,2026-01-19,79,"R$ 5.441,25",Acordo Firmado,77.0,Sudeste
CONTR_2026_09428,Acerta Crédito Integrado,2026-02-05,91,"R$ 6.242,36",Em Aberto,44.0,Nordeste
CONTR_2026_09429,Vértice Asset & Cobrança,2026-04-25,124,"R$ 8.742,17",Ajuizado,29.0,Sul
CONTR_2026_09430,Acerta Crédito Integrado,2026-03-11,65,"R$ 6.620,61",Acordo Firmado,2.0,Sul
CONTR_2026_09431,Acerta Crédito Integrado,2026-01-15,95,"R$ 10.629,97",Insucesso,58.0,Nordeste
CONTR_2026_09432,Fênix Recuperação de Crédito,2026-04-10,113,11973.04,Acordo Firmado,71.0,Sudeste
CONTR_2026_09433,Acerta Crédito Integrado,2026-04-30,69,6140.38,Acordo Firmado,10.0,Norte
CONTR_2026_09434,Vértice Asset & Cobrança,2026-04-07,69,"R$ 5.007,80",Em Aberto,84.0,sudeste
CONTR_2026_09435,Vértice Asset & Cobrança,2026-01-24,44,"R$ 3.680,11",Em Aberto,89.0,Sudeste
CONTR_2026_09436,Vértice Asset & Cobrança,2026-01-27,140,"R$ 4.295,59",Ajuizado,55.0,Sul
CONTR_2026_09437,Acerta Crédito Integrado,2026-02-18,105,"R$ 3.319,10",Acordo Firmado,90.0,Nordeste
CONTR_2026_09438,Fênix Recuperação de Crédito,2026-03-16,72,"R$ 3.984,05",Ajuizado,42.0,Nordeste
CONTR_2026_09439,Fênix Recuperação de Crédito,2026-04-23,71,"R$ 12.698,44",Insucesso,70.0,Sul
CONTR_2026_09440,Acerta Crédito Integrado,2026-01-23,59,"R$ 19.144,61",Insucesso,68.0,Sudeste
CONTR_2026_09441,Fênix Recuperação de Crédito,2026-02-02,94,"R$ 3.443,43",Insucesso,72.0,Sudeste
CONTR_2026_09442,Fênix Recuperação de Crédito,2026-02-10,79,"R$ 2.446,09",Insucesso,13.0,Sudeste
CONTR_2026_09443,Fênix Recuperação de Crédito,2026-04-20,62,"R$ 1.607,08",Em Aberto,37.0,Sudeste
CONTR_2026_09444,Vértice Asset & Cobrança,2026-04-21,66,"R$ 10.267,91",Acordo Firmado,8.0,Norte
CONTR_2026_09445,Vértice Asset & Cobrança,2026-02-25,111,"R$ 11.426,79",Em Aberto,40.0,Sudeste
CONTR_2026_09446,Fênix Recuperação de Crédito,2026-01-29,78,"R$ 4.193,48",Acordo Firmado,93.0,Centro-Oeste
CONTR_2026_09447,Vértice Asset & Cobrança ,2026-01-31,53,"R$ 5.108,99",Acordo Firmado,91.0,Nordeste
CONTR_2026_09448,Acerta Crédito Integrado,2026-03-06,91,"R$ 7.931,93",Acordo Firmado,9.0,Sul
CONTR_2026_09449,Vértice Asset & Cobrança,2026-04-08,69,"R$ 3.556,84",Acordo Firmado,78.0,Nordeste
CONTR_2026_09450,Vértice Asset & Cobrança,2026-01-18,109,"R$ 2.325,04",Em Aberto,,Sudeste
CONTR_2026_09451,Vértice Asset & Cobrança,2026-03-23,135,"R$ 1.809,05",Acordo Firmado,75.0,Nordeste
CONTR_2026_09452,Nexus Mediação Financeira,2026-01-06,31,"R$ 2.540,97",Em Aberto,89.0,Nordeste
CONTR_2026_09453,Fênix Recuperação de Crédito,2026-02-21,68,"R$ 6.382,89",Em Aberto,87.0,Nordeste
CONTR_2026_09454,Fênix Recuperação de Crédito,2026-02-09,94,"R$ 3.336,14",Acordo Firmado,10.0,Sudeste
CONTR_2026_09455,Acerta Crédito Integrado,2026-03-06,87,"R$ 11.313,54",Acordo Firmado,71.0,Sudeste
CONTR_2026_09456,Vértice Asset & Cobrança,2026-04-21,127,"R$ 1.658,08",Em Aberto,77.0,Nordeste
CONTR_2026_09457,Vértice Asset & Cobrança,2026-02-11,89,"R$ 3.892,44",Em Aberto,22.0,Sudeste
CONTR_2026_09458,Acerta Crédito Integrado,2026-04-04,96,"R$ 2.685,04",Acordo Firmado,56.0,Nordeste
CONTR_2026_09459,Nexus Mediação Financeira,2026-03-09,102,"R$ 12.132,77",Acordo Firmado,46.0,Centro-Oeste
CONTR_2026_09460,Vértice Asset & Cobrança,2026-02-01,69,"R$ 9.405,00",Em Aberto,18.0,Sudeste
CONTR_2026_09461,Nexus Mediação Financeira,2026-01-10,-999,"R$ 21.973,19",Em Aberto,73.0,Nordeste
CONTR_2026_09462,Fênix Recuperação de Crédito,2026-04-17,102,"R$ 1.835,04",Acordo Firmado,86.0,Sudeste
CONTR_2026_09463,Acerta Crédito Integrado,2026-03-10,93,8821.89,Em Aberto,59.0,Centro-Oeste
CONTR_2026_09464,Vértice Asset & Cobrança,2026-01-09,32,"R$ 1.872,58",Em Aberto,61.0,Sudeste
CONTR_2026_09465,Acerta Crédito Integrado,2026-03-10,67,"R$ 2.042,23",Em Aberto,52.0,Sudeste
CONTR_2026_09466,Vértice Asset & Cobrança ,2026-03-02,95,1399.9,Em Aberto,9.0,Nordeste
CONTR_2026_09467,fênix recuperação de crédito,2026-01-11,87,"R$ 4.324,71",Acordo Firmado,63.0,Nordeste
CONTR_2026_09468,fênix recuperação de crédito,2026-04-09,112,"R$ 1.872,70",Em Aberto,64.0,Sudeste
CONTR_2026_09469,Nexus Mediação Financeira,2026-04-01,112,"R$ 3.341,24",Acordo Firmado,14.0,Sul
CONTR_2026_09470,Vértice Asset & Cobrança,2026-03-09,100,2816.2,Acordo Firmado,76.0,Sudeste
CONTR_2026_09471,Vértice Asset & Cobrança,2026-03-15,112,19922.98,Em Aberto,17.0,Nordeste
CONTR_2026_09472,Nexus Mediação Financeira,2026-04-13,105,"R$ 6.568,57",Acordo Firmado,17.0,Sudeste
CONTR_2026_09473,Acerta Crédito Integrado,2026-04-07,74,"R$ 3.842,03",Insucesso,51.0,Sul
CONTR_2026_09474,Fênix Recuperação de Crédito,2026-04-12,89,"R$ 11.737,30",Acordo Firmado,56.0,Nordeste
CONTR_2026_09475,fênix recuperação de crédito,2026-01-08,57,"R$ 1.529,87",Em Aberto,,Sudeste
CONTR_2026_09476,Acerta Crédito Integrado,2026-02-18,134,"R$ 3.234,26",Acordo Firmado,77.0,Centro-Oeste
CONTR_2026_09477,Vértice Asset & Cobrança ,2026-01-24,52,"R$ 4.813,84",Acordo Firmado,36.0,Nordeste
CONTR_2026_09478,Acerta Crédito Integrado,2026-04-13,27,"R$ 1.476,91",Insucesso,62.0,Centro-Oeste
CONTR_2026_09479,Vértice Asset & Cobrança,2026-02-02,153,"R$ 1.988,29",Acordo Firmado,18.0,Nordeste
CONTR_2026_09480,Fênix Recuperação de Crédito,2026-04-15,87,"R$ 12.471,24",Em Aberto,94.0,NORDESTE
CONTR_2026_09481,Fênix Recuperação de Crédito,2026-04-17,116,"R$ 2.189,97",Em Aberto,55.0,Sudeste
CONTR_2026_09482,Vértice Asset & Cobrança,2026-01-19,111,"R$ 13.933,29",Acordo Firmado,42.0,Sul
CONTR_2026_09483,Nexus Mediação Financeira,2026-01-02,121,"R$ 1.705,02",Ajuizado,65.0,Nordeste
CONTR_2026_09484,Acerta Crédito Integrado,2026-02-24,107,"R$ 12.155,89",Em Aberto,14.0,Nordeste
CONTR_2026_09485,Acerta Crédito Integrado,2026-01-11,107,"R$ 4.223,04",Acordo Firmado,10.0,Norte
CONTR_2026_09486,Nexus Mediação Financeira,2026-04-09,19,"R$ 5.457,96",Acordo Firmado,5.0,sudeste
CONTR_2026_09487,Fênix Recuperação de Crédito,2026-01-17,61,"R$ 2.853,80",Em Aberto,22.0,Nordeste
CONTR_2026_09488,Fênix Recuperação de Crédito,2026-02-11,15,"R$ 2.796,48",Em Aberto,93.0,Nordeste
CONTR_2026_09489,Fênix Recuperação de Crédito,2026-03-02,65,"R$ 4.587,68",Insucesso,96.0,Nordeste
CONTR_2026_09490,Vértice Asset & Cobrança,2026-01-03,74,"R$ 3.398,79",Ajuizado,,Norte
CONTR_2026_09491,Nexus Mediação Financeira,2026-03-27,86,"R$ 1.604,40",Insucesso,37.0,Centro-Oeste
CONTR_2026_09492,Fênix Recuperação de Crédito,2026-02-04,61,"R$ 3.382,33",Em Aberto,33.0,Nordeste
CONTR_2026_09493,Vértice Asset & Cobrança,2026-03-26,79,2669.88,Acordo Firmado,94.0,Sudeste
CONTR_2026_09494,Fênix Recuperação de Crédito,2026-03-30,74,"R$ 10.673,60",Em Aberto,97.0,Norte
CONTR_2026_09495,Nexus Mediação Financeira,2026-04-13,100,"R$ 10.317,13",Em Aberto,10.0,Nordeste
CONTR_2026_09496,Vértice Asset & Cobrança,2026-03-07,112,"R$ 1.962,72",Ajuizado,64.0,Centro-Oeste
CONTR_2026_09497,Vértice Asset & Cobrança,2026-01-01,96,"R$ 7.747,95",Em Aberto,58.0,Nordeste
CONTR_2026_09498,Vértice Asset & Cobrança,2026-01-07,108,"R$ 4.196,82",Em Aberto,63.0,Nordeste
CONTR_2026_09499,Vértice Asset & Cobrança ,2026-01-20,95,"R$ 11.343,99",Acordo Firmado,35.0,Nordeste
CONTR_2026_09500,Fênix Recuperação de Crédito,2026-02-12,125,"R$ 2.800,95",Acordo Firmado,49.0,Sul
CONTR_2026_09501,Nexus Mediação Financeira,2026-04-29,145,"R$ 1.661,22",Acordo Firmado,28.0,Nordeste
CONTR_2026_09502,Acerta Crédito Integrado,2026-01-06,16,"R$ 9.259,63",Em Aberto,55.0,Nordeste
CONTR_2026_09503,Nexus Mediação Financeira,2026-02-24,123,"R$ 11.338,36",Insucesso,9.0,Sul
CONTR_2026_09504,fênix recuperação de crédito,2026-04-10,51,"R$ 10.378,91",Em Aberto,75.0,Sudeste
CONTR_2026_09505,Vértice Asset & Cobrança,2026-04-25,95,"R$ 3.197,16",Insucesso,45.0,Centro-Oeste
CONTR_2026_09506,Vértice Asset & Cobrança,2026-01-21,97,"R$ 1.356,76",Acordo Firmado,27.0,Sudeste
CONTR_2026_09507,Fênix Recuperação de Crédito,2026-02-20,108,"R$ 1.951,88",Em Aberto,32.0,Nordeste
CONTR_2026_09508,Nexus Mediação Financeira,2026-02-15,88,"R$ 13.789,35",Em Aberto,41.0,Nordeste
CONTR_2026_09509,Vértice Asset & Cobrança,2026-02-04,89,3463.33,Acordo Firmado,21.0,Sul
CONTR_2026_09510,Fênix Recuperação de Crédito,2026-04-10,100,"R$ 11.810,01",Insucesso,76.0,Centro-Oeste
CONTR_2026_09511,Nexus Mediação Financeira,2026-01-08,79,"R$ 20.967,65",Insucesso,7.0,Sul
CONTR_2026_09512,Nexus Mediação Financeira,2026-04-24,33,"R$ 3.718,54",Insucesso,22.0,Sudeste
CONTR_2026_09513,Fênix Recuperação de Crédito,2026-03-09,89,"R$ 8.690,51",Acordo Firmado,96.0,Sudeste
CONTR_2026_09514,Nexus Mediação Financeira,2026-04-17,67,"R$ 2.126,32",Acordo Firmado,54.0,Nordeste
CONTR_2026_09515,Nexus Mediação Financeira,2026-01-16,64,"R$ 3.620,50",Acordo Firmado,67.0,Sul
CONTR_2026_09516,Fênix Recuperação de Crédito,2026-03-08,62,"R$ 7.306,99",Em Aberto,76.0,Nordeste
CONTR_2026_09517,Vértice Asset & Cobrança,2026-03-12,30,"R$ 2.360,36",Em Aberto,58.0,Norte
CONTR_2026_09518,Acerta Crédito Integrado,2026-03-05,78,"R$ 3.126,81",Em Aberto,77.0,Nordeste
CONTR_2026_09519,Nexus Mediação Financeira,2026-01-02,90,5348.59,Em Aberto,86.0,Nordeste
CONTR_2026_09520,Vértice Asset & Cobrança,2026-01-01,113,7075.5,Acordo Firmado,64.0,Nordeste
CONTR_2026_09521,Vértice Asset & Cobrança,2026-02-27,72,"R$ 3.407,11",Acordo Firmado,42.0,Sudeste
CONTR_2026_09522,Nexus Mediação Financeira,2026-01-01,137,3564.47,Acordo Firmado,,Nordeste
CONTR_2026_09523,fênix recuperação de crédito,2026-04-12,107,"R$ 1.781,93",Em Aberto,28.0,Nordeste
CONTR_2026_09524,Nexus Mediação Financeira,2026-04-25,56,"R$ 21.895,27",Em Aberto,58.0,Sudeste
CONTR_2026_09525,Fênix Recuperação de Crédito,2026-01-07,75,"R$ 5.936,79",Em Aberto,5.0,Norte
CONTR_2026_09526,Vértice Asset & Cobrança,2026-03-29,150,"R$ 4.978,60",Acordo Firmado,94.0,Sul
CONTR_2026_09527,Acerta Crédito Integrado,2026-03-10,112,"R$ 2.387,18",Em Aberto,55.0,Nordeste
CONTR_2026_09528,Fênix Recuperação de Crédito,2026-03-26,74,"R$ 4.547,45",Acordo Firmado,96.0,Sudeste
CONTR_2026_09529,Vértice Asset & Cobrança ,2026-04-02,116,"R$ 4.164,80",Insucesso,60.0,Nordeste
CONTR_2026_09530,fênix recuperação de crédito,2026-01-18,52,"R$ 2.695,80",Acordo Firmado,45.0,Sudeste
CONTR_2026_09531,Fênix Recuperação de Crédito,2026-03-29,73,"R$ 4.155,43",Ajuizado,84.0,Nordeste
CONTR_2026_09532,fênix recuperação de crédito,2026-02-01,20,"R$ 2.337,83",Em Aberto,20.0,Sudeste
CONTR_2026_09533,Vértice Asset & Cobrança,2026-02-14,108,7393.25,Em Aberto,9.0,Sul
CONTR_2026_09534,Acerta Crédito Integrado,2026-02-02,55,"R$ 13.172,69",Em Aberto,7.0,Sudeste
CONTR_2026_09535,Vértice Asset & Cobrança,2026-03-15,87,"R$ 1.212,96",Ajuizado,7.0,Sudeste
CONTR_2026_09536,Vértice Asset & Cobrança,2026-03-14,43,"R$ 5.262,54",Acordo Firmado,90.0,Norte
CONTR_2026_09537,Nexus Mediação Financeira,2026-02-18,96,"R$ 7.789,80",Em Aberto,97.0,Nordeste
CONTR_2026_09538,Acerta Crédito Integrado,2026-02-02,87,"R$ 13.086,32",Insucesso,50.0,Sul
CONTR_2026_09539,Fênix Recuperação de Crédito,2026-04-07,45,"R$ 3.419,11",Acordo Firmado,95.0,Sudeste
CONTR_2026_09540,Nexus Mediação Financeira,2026-03-12,75,"R$ 13.083,95",Em Aberto,14.0,Nordeste
CONTR_2026_09541,Fênix Recuperação de Crédito,2026-03-09,93,"R$ 9.930,66",Insucesso,99.0,sudeste
CONTR_2026_09542,Vértice Asset & Cobrança,2026-01-28,103,"R$ 4.924,46",Em Aberto,94.0,Sudeste
CONTR_2026_09543,Vértice Asset & Cobrança,2026-03-28,137,"R$ 2.684,91",Acordo Firmado,35.0,Nordeste
CONTR_2026_09544,Vértice Asset & Cobrança,2026-02-22,126,6489.51,Acordo Firmado,63.0,Sul
CONTR_2026_09545,Vértice Asset & Cobrança,2026-04-06,69,"R$ 2.709,30",Insucesso,19.0,Nordeste
CONTR_2026_09546,Fênix Recuperação de Crédito,2026-02-13,68,"R$ 3.345,05",Ajuizado,73.0,Nordeste
CONTR_2026_09547,Fênix Recuperação de Crédito,2026-03-21,47,"R$ 4.346,07",Em Aberto,59.0,Nordeste
CONTR_2026_09548,Fênix Recuperação de Crédito,2026-04-20,59,"R$ 4.645,53",Em Aberto,82.0,Nordeste
CONTR_2026_09549,Vértice Asset & Cobrança,2026-02-24,115,"R$ 2.248,34",Em Aberto,64.0,Sul
CONTR_2026_09550,Vértice Asset & Cobrança ,2026-01-10,42,"R$ 7.117,62",Em Aberto,65.0,Sul
CONTR_2026_09551,Fênix Recuperação de Crédito,2026-01-14,85,25289.44,Acordo Firmado,17.0,Sudeste
CONTR_2026_09552,fênix recuperação de crédito,2026-04-13,80,2597.71,Em Aberto,86.0,Sudeste
CONTR_2026_09553,Acerta Crédito Integrado,2026-02-05,67,5243.24,Acordo Firmado,12.0,Nordeste
CONTR_2026_09554,Nexus Mediação Financeira,2026-02-03,50,"R$ 4.232,24",Acordo Firmado,55.0,Nordeste
CONTR_2026_09555,Nexus Mediação Financeira,2026-03-29,33,"R$ 3.039,25",Acordo Firmado,18.0,Sudeste
CONTR_2026_09556,Acerta Crédito Integrado,2026-01-18,51,"R$ 3.921,74",Ajuizado,66.0,Nordeste
CONTR_2026_09557,Fênix Recuperação de Crédito,2026-01-16,87,"R$ 7.797,34",Em Aberto,24.0,Centro-Oeste
CONTR_2026_09558,Nexus Mediação Financeira,2026-04-15,107,"R$ 3.878,49",Acordo Firmado,4.0,Sudeste
CONTR_2026_09559,Nexus Mediação Financeira,2026-02-06,138,"R$ 4.733,82",Insucesso,87.0,Norte
CONTR_2026_09560,Nexus Mediação Financeira,2026-02-10,100,"R$ 4.443,16",Em Aberto,4.0,Nordeste
CONTR_2026_09561,Acerta Crédito Integrado,2026-01-25,107,"R$ 5.250,99",Em Aberto,21.0,Sudeste
CONTR_2026_09562,Fênix Recuperação de Crédito,2026-01-08,138,"R$ 2.920,85",Em Aberto,27.0,Nordeste
CONTR_2026_09563,Nexus Mediação Financeira,2026-03-29,100,"R$ 4.763,71",Insucesso,11.0,Sudeste
CONTR_2026_09564,Nexus Mediação Financeira,2026-03-25,119,"R$ 1.924,21",Em Aberto,,Sudeste
CONTR_2026_09565,Vértice Asset & Cobrança,2026-04-22,78,7962.06,Ajuizado,64.0,Sudeste
CONTR_2026_09566,Vértice Asset & Cobrança,2026-04-04,111,"R$ 1.787,87",Em Aberto,88.0,Sul
CONTR_2026_09567,Nexus Mediação Financeira,2026-03-25,96,"R$ 8.884,64",Em Aberto,27.0,Sudeste
CONTR_2026_09568,Acerta Crédito Integrado,2026-01-18,82,"R$ 9.930,32",Em Aberto,64.0,Sudeste
CONTR_2026_09569,Vértice Asset & Cobrança,2026-03-09,136,"R$ 1.296,23",Em Aberto,36.0,Nordeste
CONTR_2026_09570,Acerta Crédito Integrado,2026-02-17,53,10084.53,Acordo Firmado,91.0,Sudeste
CONTR_2026_09571,Vértice Asset & Cobrança,2026-04-10,64,"R$ 6.423,02",Insucesso,92.0,Nordeste
CONTR_2026_09572,Fênix Recuperação de Crédito,2026-03-11,9999,"R$ 1.709,66",Em Aberto,62.0,Sudeste
CONTR_2026_09573,Fênix Recuperação de Crédito,2026-03-08,119,"R$ 32.077,83",Acordo Firmado,47.0,Nordeste
CONTR_2026_09574,Fênix Recuperação de Crédito,2026-01-18,90,"R$ 5.978,63",Em Aberto,98.0,Nordeste
CONTR_2026_09575,Vértice Asset & Cobrança,2026-04-21,100,"R$ 3.761,28",Insucesso,66.0,Sul
CONTR_2026_09576,Vértice Asset & Cobrança,2026-04-14,105,"R$ 12.023,45",Insucesso,41.0,Sul
CONTR_2026_09577,Acerta Crédito Integrado,2026-01-18,100,"R$ 1.412,57",Em Aberto,90.0,Nordeste
CONTR_2026_09578,Acerta Crédito Integrado,2026-02-25,97,"R$ 7.517,60",Ajuizado,45.0,Nordeste
CONTR_2026_09579,Fênix Recuperação de Crédito,2026-01-23,64,"R$ 1.975,82",Acordo Firmado,79.0,Sudeste
CONTR_2026_09580,Fênix Recuperação de Crédito,2026-02-04,127,"R$ 5.220,40",Em Aberto,24.0,Sudeste
CONTR_2026_09581,Vértice Asset & Cobrança,2026-01-06,83,1704.31,Ajuizado,19.0,Centro-Oeste
CONTR_2026_09582,Nexus Mediação Financeira,2026-04-28,60,"R$ 6.883,84",Insucesso,71.0,Sudeste
CONTR_2026_09583,Fênix Recuperação de Crédito,2026-01-26,94,"R$ 4.326,77",Acordo Firmado,81.0,Norte
CONTR_2026_09584,Fênix Recuperação de Crédito,2026-03-26,100,"R$ 1.233,62",Acordo Firmado,68.0,Sudeste
CONTR_2026_09585,fênix recuperação de crédito,2026-03-02,101,"R$ 1.570,38",Acordo Firmado,100.0,Sudeste
CONTR_2026_09586,Acerta Crédito Integrado,2026-03-29,119,"R$ 7.270,77",Em Aberto,40.0,Sudeste
CONTR_2026_09587,Fênix Recuperação de Crédito,2026-01-15,78,"R$ 3.749,61",Em Aberto,94.0,Nordeste
CONTR_2026_09588,Vértice Asset & Cobrança,2026-04-01,88,"R$ 6.776,04",Acordo Firmado,64.0,Nordeste
CONTR_2026_09589,Vértice Asset & Cobrança,2026-02-01,64,"R$ 3.670,20",Em Aberto,,Sul
CONTR_2026_09590,Acerta Crédito Integrado,2026-01-12,97,"R$ 3.444,64",Em Aberto,43.0,Centro-Oeste
CONTR_2026_09591,Nexus Mediação Financeira,2026-01-05,64,10852.14,Em Aberto,62.0,Sul
CONTR_2026_09592,Fênix Recuperação de Crédito,2026-03-05,72,"R$ 10.848,48",Em Aberto,55.0,Nordeste
CONTR_2026_09593,Acerta Crédito Integrado,2026-03-12,119,"R$ 13.815,09",Em Aberto,78.0,Sul
CONTR_2026_09594,Vértice Asset & Cobrança,2026-03-27,94,"R$ 9.858,63",Acordo Firmado,42.0,Sudeste
CONTR_2026_09595,Vértice Asset & Cobrança,2026-01-27,132,"R$ 1.881,57",Insucesso,59.0,Sudeste
CONTR_2026_09596,Vértice Asset & Cobrança,2026-03-20,125,"R$ 1.544,03",Acordo Firmado,48.0,Nordeste
CONTR_2026_09597,Vértice Asset & Cobrança,2026-04-13,96,"R$ 1.500,97",Insucesso,46.0,Sudeste
CONTR_2026_09598,Vértice Asset & Cobrança,2026-02-14,100,"R$ 20.811,95",Acordo Firmado,53.0,Sudeste
CONTR_2026_09599,Fênix Recuperação de Crédito,2026-02-04,82,"R$ 4.677,27",Em Aberto,64.0,Sudeste
